gene_id	uniprot_id	MW (g/mmol)
YMR135C	GID8	51.80002
YMR136W	GAT2	63.84111
YMR137C	PSO2	76.62446
YMR138W	CIN4	22.32537
YMR139W	RIM11	43.30556
YMR140W	SIP5	55.12828
YMR142C	RPL13B	22.31145
YMR143W	RPS16A	16.72377
YMR144W	YMR144W	39.5832
YMR145C	NDE1	64.8536
YMR146C	TIF34	39.89907
YMR147W	YMR147W	25.47734
YMR148W	OSW5	16.84488
YMR149W	SWP1	31.86157
YMR150C	IMP1	22.34989
YMR152W	YIM1	42.853
YMR153W	NUP53	53.94959
YMR154C	RIM13	83.87463
YMR155W	YMR155W	62.51692
YMR156C	TPP1	26.6638
YMR157C	AIM36	30.00691
YMR158C-A	YMR158C-A	5.04498
YMR158W	MRPS8	18.37344
YMR159C	ATG16	17.02975
YMR160W	YMR160W	94.52622
YMR161W	HLJ1	25.12017
YMR162C	DNF3	188.37457
YMR163C	INP2	80.58877
YMR164C	MSS11	89.84262
YMR165C	PAH1	98.64231
YMR166C	YMR166C	41.97751
YMR167W	MLH1	87.635
YMR168C	CEP3	70.1999
YMR169C	ALD3	58.43731
YMR170C	ALD2	58.27142
YMR171C	EAR1	62.46337
YMR172W	HOT1	81.00564
YMR173W	DDR48	48.69707
YMR174C	PAI3	8.17517
YMR175W	SIP18	9.35598
YMR175W-A	YMR175W-A	7.2241
YMR176W	ECM5	161.61302
YMR177W	MMT1	58.02278
YMR178W	YMR178W	31.62115
YMR179W	SPT21	86.20622
YMR180C	CTL1	36.53726
YMR181C	YMR181C	17.32193
YMR182C	RGM1	24.52976
YMR182W-A	YMR182W-A	3.05091
YMR183C	SSO2	34.18627
YMR184W	ADD37	23.54821
YMR185W	RTP1	112.05535
YMR186W	HSC82	80.59541
YMR187C	YMR187C	49.55346
YMR188C	MRPS17	27.67962
YMR189W	GCV2	117.8047
YMR190C	SGS1	164.98087
YMR191W	SPG5	42.30335
YMR192W	GYL1	82.80166
YMR193W	MRPL24	30.0407
YMR194C-B	CMC4	8.69562
YMR194W	RPL36A	11.00502
YMR195W	ICY1	14.7961
YMR196W	YMR196W	126.60784
YMR197C	VTI1	24.11965
YMR198W	CIK1	69.55045
YMR199W	CLN1	62.48229
YMR200W	ROT1	29.24566
YMR201C	RAD14	43.08015
YMR202W	ERG2	25.42687
YMR203W	TOM40	44.87854
YMR204C	INP1	47.83517
YMR205C	PFK2	108.72599
YMR206W	YMR206W	35.3123
YMR207C	HFA1	242.41876
YMR208W	ERG12	50.25936
YMR209C	YMR209C	52.5385
YMR210W	YMR210W	51.38496
YMR211W	DML1	54.31526
YMR212C	EFR3	90.03142
YMR213W	CEF1	68.3976
YMR214W	SCJ1	44.77978
YMR215W	GAS3	58.53016
YMR216C	SKY1	84.40245
YMR217W	GUA1	61.247
YMR218C	TRS130	127.57746
YMR219W	ESC1	190.37333
YMR220W	ERG8	52.09113
YMR221C	YMR221C	57.05728
YMR222C	FSH2	26.35996
YMR223W	UBP8	55.13869
YMR224C	MRE11	80.64331
YMR225C	MRPL44	11.63097
YMR226C	YMR226C	29.72027
YMR227C	TAF7	69.03839
YMR228W	MTF1	39.4935
YMR229C	RRP5	198.90946
YMR230W	RPS10B	12.521
YMR230W-A	YMR230W-A	7.53936
YMR231W	PEP5	116.94732
YMR232W	FUS2	77.57931
YMR233W	TRI1	26.24114
YMR234W	RNH1	40.32385
YMR235C	RNA1	47.07623
YMR236W	TAF9	18.69953
YMR237W	BCH1	81.76755
YMR238W	DFG5	52.5809
YMR239C	RNT1	54.64372
YMR240C	CUS1	51.4242
YMR241W	YHM2	36.79096
YMR242C	RPL20A	19.92454
YMR242W-A	YMR242W-A	3.42219
YMR243C	ZRC1	49.01877
YMR244C-A	COA6	12.11898
YMR244W	YMR244W	42.64616
YMR246W	FAA4	80.46093
YMR247C	RKR1	178.95008
YMR247W-A	YMR247W-A	5.47975
YMR250W	GAD1	68.0887
YMR251W	GTO3	41.95083
YMR251W-A	HOR7	6.60713
YMR252C	YMR252C	15.54869
YMR253C	YMR253C	46.74466
YMR255W	GFD1	22.33212
YMR256C	COX7	6.72744
YMR257C	PET111	91.49914
YMR258C	ROY1	63.45153
YMR259C	TRM732	161.15426
YMR260C	TIF11	18.05361
YMR261C	TPS3	121.30896
YMR262W	YMR262W	37.02704
YMR263W	SAP30	23.59078
YMR264W	CUE1	23.78374
YMR265C	YMR265C	52.21707
YMR266W	RSN1	109.58582
YMR267W	PPA2	36.65259
YMR268C	PRP24	50.70386
YMR269W	TMA23	24.91778
YMR270C	RRN9	41.72593
YMR271C	URA10	25.55938
YMR272C	SCS7	45.30839
YMR272W-B	YMR272W-B	4.10203
YMR273C	ZDS1	106.14231
YMR274C	RCE1	35.91567
YMR275C	BUL1	110.66246
YMR276W	DSK2	42.05324
YMR277W	FCP1	86.39757
YMR278W	PRM15	73.04322
YMR279C	YMR279C	61.69229
YMR280C	CAT8	163.78512
YMR281W	GPI12	34.65403
YMR282C	AEP2	65.91076
YMR283C	RIT1	58.69374
YMR284W	YKU70	68.13109
YMR285C	NGL2	61.5707
YMR286W	MRPL33	10.30704
YMR287C	DSS1	111.91779
YMR288W	HSH155	111.94379
YMR289W	ABZ2	42.93526
YMR290C	HAS1	57.76825
YMR291W	TDA1	68.06908
YMR292W	GOT1	15.29414
YMR293C	HER2	53.03364
YMR294W	JNM1	42.96169
YMR295C	YMR295C	23.07024
YMR296C	LCB1	64.84721
YMR297W	PRC1	62.83751
YMR298W	LIP1	17.25141
YMR299C	DYN3	35.46079
YMR300C	ADE4	58.97233
YMR301C	ATM1	78.51871
YMR302C	YME2	98.02613
YMR303C	ADH2	40.77075
YMR304W	UBP15	142.49925
YMR305C	SCW10	44.63377
YMR306W	FKS3	202.28305
YMR307W	GAS1	62.79962
YMR308C	PSE1	122.80541
YMR309C	NIP1	91.71337
YMR310C	YMR310C	36.49023
YMR311C	GLC8	26.70159
YMR312W	ELP6	31.27815
YMR313C	TGL3	73.8368
YMR314W	PRE5	26.61973
YMR315W	YMR315W	41.13558
YMR315W-A	YMR315W-A	3.73085
YMR316C-A	YMR316C-A	11.98959
YMR316W	DIA1	38.83795
YMR317W	YMR317W	120.31707
YMR318C	ADH6	42.79111
YMR319C	FET4	63.41195
YMR321C	YMR321C	12.0616
YMR322C	SNO4	26.29009
YMR323W	ERR3	49.43216
YMR325W	PAU19	13.65236
YNL001W	DOM34	44.78951
YNL002C	RLP7	36.47567
YNL003C	PET8	31.69306
YNL004W	HRB1	51.84066
YNL005C	MRP7	42.2998
YNL006W	LST8	35.47344
YNL007C	SIS1	40.78258
YNL008C	ASI3	77.854
YNL009W	IDP3	47.74631
YNL010W	YNL010W	28.3659
YNL011C	YNL011C	50.0149
YNL012W	SPO1	72.55641
YNL014W	HEF3	120.76778
YNL015W	PBI2	9.18542
YNL016W	PUB1	53.91619
YNL018C	YNL018C	70.78199
YNL019C	YNL019C	32.66635
YNL020C	ARK1	73.33595
YNL021W	HDA1	81.9559
YNL022C	RCM1	57.13144
YNL023C	FAP1	116.77675
YNL024C	YNL024C	29.38586
YNL024C-A	KSH1	8.26727
YNL025C	SSN8	36.59898
YNL026W	SAM50	56.13051
YNL027W	CRZ1	77.34291
YNL029C	KTR5	60.32173
YNL030W	HHF2	11.79671
YNL031C	HHT2	15.06882
YNL032W	SIW14	32.23504
YNL033W	YNL033W	32.68241
YNL034W	YNL034W	70.68477
YNL035C	YNL035C	44.77308
YNL036W	NCE103	26.03015
YNL037C	IDH1	40.68878
YNL038W	GPI15	26.06557
YNL039W	BDP1	67.84203
YNL040W	YNL040W	52.30325
YNL041C	COG6	95.90946
YNL042W	BOP3	45.39965
YNL042W-B	YNL042W-B	10.05234
YNL044W	YIP3	20.51414
YNL045W	LAP2	76.90685
YNL046W	YNL046W	20.13516
YNL047C	SLM2	75.58848
YNL048W	ALG11	63.6536
YNL049C	SFB2	100.33181
YNL050C	YNL050C	31.3049
YNL051W	COG5	45.24801
YNL052W	COX5A	18.01457
YNL053W	MSG5	55.53752
YNL054W	VAC7	133.55285
YNL054W-A	YNL054W-A	50.33196
YNL054W-B	YNL054W-B	198.2856
YNL055C	POR1	32.58575
YNL056W	OCA2	22.76409
YNL058C	YNL058C	34.99052
YNL059C	ARP5	88.26214
YNL061W	NOP2	70.73916
YNL062C	GCD10	55.18846
YNL063W	MTQ1	35.63273
YNL064C	YDJ1	47.92757
YNL065W	AQR1	66.25846
YNL066W	SUN4	47.93986
YNL067W	RPL9B	23.10709
YNL067W-B	YNL067W-B	5.39256
YNL068C	FKH2	97.93521
YNL069C	RPL16B	22.8402
YNL070W	TOM7	6.79344
YNL071W	LAT1	53.78362
YNL072W	RNH201	36.05153
YNL073W	MSK1	66.71486
YNL074C	MLF3	50.26336
YNL075W	IMP4	33.60696
YNL076W	MKS1	66.79945
YNL077W	APJ1	61.61413
YNL078W	NIS1	45.42176
YNL079C	TPM1	23.40607
YNL080C	EOS1	41.71115
YNL081C	SWS2	16.11494
YNL082W	PMS1	101.54172
YNL083W	SAL1	56.83332
YNL084C	END3	40.48151
YNL085W	MKT1	94.1297
YNL086W	SNN1	11.66809
YNL087W	TCB2	139.08656
YNL088W	TOP2	163.07871
YNL090W	RHO2	22.19817
YNL091W	NST1	141.07031
YNL092W	YNL092W	45.5237
YNL093W	YPT53	25.48595
YNL094W	APP1	66.7475
YNL095C	YNL095C	72.53848
YNL096C	RPS7B	22.46468
YNL097C	PHO23	37.79385
YNL097C-B	YNL097C-B	4.79163
YNL098C	RAS2	37.56053
YNL099C	OCA1	27.91774
YNL100W	MIC27	27.13347
YNL101W	AVT4	79.86356
YNL102W	POL1	170.72107
YNL103W	MET4	76.60593
YNL104C	LEU4	71.3702
YNL106C	INP52	134.9949
YNL107W	YAF9	26.3802
YNL108C	YNL108C	30.67938
YNL110C	NOP15	25.7884
YNL111C	CYB5	14.10626
YNL112W	DBP2	62.96369
YNL113W	RPC19	16.57278
YNL115C	YNL115C	72.65479
YNL116W	DMA2	59.22683
YNL117W	MLS1	64.21466
YNL118C	DCP2	111.80863
YNL119W	NCS2	57.30236
YNL121C	TOM70	69.42297
YNL122C	YNL122C	13.33512
YNL123W	NMA111	115.17583
YNL124W	NAF1	57.71645
YNL125C	ESBP6	76.43261
YNL126W	SPC98	95.25676
YNL127W	FAR11	108.10259
YNL128W	TEP1	48.9713
YNL129W	NRK1	28.0541
YNL130C	CPT1	44.2083
YNL130C-A	DGR1	5.72915
YNL131W	TOM22	17.28234
YNL132W	KRE33	120.58321
YNL133C	FYV6	20.23362
YNL134C	YNL134C	43.60749
YNL135C	FPR1	13.6503
YNL136W	EAF7	49.82101
YNL137C	NAM9	56.89811
YNL138W	SRV2	60.25149
YNL138W-A	YSF3	9.64337
YNL139C	THO2	180.78073
YNL140C	YNL140C	21.97091
YNL141W	AAH1	40.59086
YNL142W	MEP2	57.38817
YNL143C	YNL143C	14.9913
YNL144C	YNL144C	84.43
YNL145W	MFA2	4.25498
YNL146C-A	YNL146C-A	7.52433
YNL146W	YNL146W	11.06475
YNL147W	LSM7	13.66222
YNL148C	ALF1	29.78346
YNL149C	PGA2	14.80601
YNL151C	RPC31	28.37811
YNL152W	INN1	46.56555
YNL153C	GIM3	14.71418
YNL154C	YCK2	64.34454
YNL155W	CUZ1	31.66647
YNL156C	NSG2	34.10012
YNL157W	IGO1	18.76656
YNL158W	PGA1	22.44407
YNL159C	ASI2	32.38344
YNL160W	YGP1	40.27531
YNL161W	CBK1	87.85953
YNL162W	RPL42A	13.28759
YNL162W-A	YNL162W-A	8.92301
YNL163C	RIA1	128.39731
YNL164C	IBD2	40.16788
YNL165W	YNL165W	46.1556
YNL166C	BNI5	52.10727
YNL167C	SKO1	73.64599
YNL168C	FMP41	29.82887
YNL169C	PSD1	58.69156
YNL172W	APC1	197.49739
YNL173C	MDG1	42.97044
YNL175C	NOP13	46.80652
YNL176C	TDA7	68.31042
YNL177C	MRPL22	35.2905
YNL178W	RPS3	27.71375
YNL180C	RHO5	38.0948
YNL181W	YNL181W	47.24558
YNL182C	IPI3	64.52197
YNL183C	NPR1	88.46179
YNL184C	YNL184C	12.14555
YNL185C	MRPL19	18.52629
YNL186W	UBP10	89.96995
YNL187W	SWT21	41.45076
YNL188W	KAR1	49.72836
YNL189W	SRP1	62.52178
YNL190W	YNL190W	23.51332
YNL191W	DUG3	40.48937
YNL192W	CHS1	129.03809
YNL193W	YNL193W	63.64026
YNL194C	YNL194C	34.51737
YNL195C	YNL195C	30.23392
YNL196C	SLZ1	35.1854
YNL197C	WHI3	74.25046
YNL199C	GCR2	60.16287
YNL200C	YNL200C	29.7118
YNL201C	PSY2	98.60157
YNL202W	SPS19	33.81518
YNL204C	SPS18	34.69328
YNL206C	RTT106	52.03544
YNL207W	RIO2	48.95264
YNL208W	YNL208W	24.17216
YNL209W	SSB2	70.23917
YNL210W	MER1	30.76508
YNL211C	YNL211C	9.93012
YNL212W	VID27	89.90479
YNL213C	RRG9	24.79669
YNL214W	PEX17	22.79769
YNL215W	IES2	36.48646
YNL216W	RAP1	93.43684
YNL217W	YNL217W	37.96744
YNL218W	MGS1	66.93356
YNL219C	ALG9	63.32163
YNL220W	ADE12	51.84723
YNL221C	POP1	100.16219
YNL222W	SSU72	23.97067
YNL223W	ATG4	57.68988
YNL224C	SQS1	87.36456
YNL225C	CNM67	66.18411
YNL227C	JJJ1	68.69323
YNL229C	URE2	41.15311
YNL230C	ELA1	44.88316
YNL231C	PDR16	41.358
YNL232W	CSL4	33.79374
YNL233W	BNI4	100.57956
YNL234W	YNL234W	49.0179
YNL236W	SIN4	111.2754
YNL237W	YTP1	53.05678
YNL238W	KEX2	92.46814
YNL239W	LAP3	52.57933
YNL240C	NAR1	56.88117
YNL241C	ZWF1	58.97711
YNL242W	ATG2	182.74701
YNL243W	SLA2	110.66142
YNL244C	SUI1	12.50772
YNL245C	CWC25	20.7616
YNL246W	VPS75	30.36057
YNL247W	YNL247W	88.73997
YNL248C	RPA49	47.2553
YNL249C	MPA43	61.64526
YNL250W	RAD50	149.61659
YNL251C	NRD1	65.97697
YNL252C	MRPL17	32.34025
YNL253W	TEX1	48.205
YNL254C	RTC4	46.22157
YNL255C	GIS2	18.89328
YNL256W	FOL1	95.244
YNL257C	SIP3	139.39627
YNL258C	DSL1	86.43149
YNL259C	ATX1	8.86539
YNL260C	LTO1	23.36877
YNL261W	ORC5	53.66577
YNL262W	POL2	256.89545
YNL263C	YIF1	36.71716
YNL264C	PDR17	41.16557
YNL265C	IST1	34.1907
YNL267W	PIK1	120.79578
YNL268W	LYP1	69.18616
YNL269W	BSC4	15.04825
YNL270C	ALP1	64.77322
YNL271C	BNI1	225.31325
YNL272C	SEC2	85.42862
YNL273W	TOF1	141.48383
YNL274C	GOR1	41.47785
YNL275W	BOR1	65.62621
YNL277W	MET2	55.34925
YNL277W-A	YNL277W-A	7.47636
YNL278W	CAF120	122.59561
YNL279W	PRM1	75.50081
YNL280C	ERG24	50.64399
YNL281W	HCH1	18.39054
YNL282W	POP3	23.76116
YNL283C	WSC2	55.39037
YNL284C	MRPL10	37.51102
YNL284C-A	YNL284C-A	50.03742
YNL284C-B	YNL284C-B	198.88116
YNL286W	CUS2	32.96036
YNL287W	SEC21	105.37402
YNL288W	CAF40	43.9756
YNL289W	PCL1	31.80912
YNL290W	RFC3	38.82101
YNL291C	MID1	62.60881
YNL292W	PUS4	47.45506
YNL293W	MSB3	74.49785
YNL294C	RIM21	60.80235
YNL295W	YNL295W	60.54293
YNL297C	MON2	184.69513
YNL298W	CLA4	98.21051
YNL299W	TRF5	73.79819
YNL300W	TOS6	10.91873
YNL301C	RPL18B	21.43267
YNL302C	RPS19B	16.58945
YNL304W	YPT11	48.39559
YNL305C	BXI1	33.75643
YNL306W	MRPS18	25.69357
YNL307C	MCK1	43.25144
YNL308C	KRI1	68.15651
YNL309W	STB1	47.43468
YNL310C	ZIM17	20.56231
YNL311C	SKP2	87.53028
YNL312W	RFA2	31.95063
YNL313C	EMW1	102.36428
YNL314W	DAL82	29.14488
YNL315C	ATP11	37.83845
YNL316C	PHA2	38.21973
YNL317W	PFS2	53.29009
YNL318C	HXT14	60.58743
YNL320W	YNL320W	31.90732
YNL321W	VNX1	102.75716
YNL322C	KRE1	35.19223
YNL323W	LEM3	48.32093
YNL325C	FIG4	99.95558
YNL326C	PFA3	38.94922
YNL327W	EGT2	112.37788
YNL328C	MDJ2	16.48896
YNL329C	PEX6	117.20571
YNL330C	RPD3	51.03095
YNL331C	AAD14	43.02758
YNL332W	THI12	39.5003
YNL333W	SNZ2	34.17387
YNL334C	SNO2	26.08401
YNL335W	DDI3	25.99312
YNL336W	COS1	44.84652
YNL339C	YRF1-6	214.07459
YNR001C	CIT1	54.64462
YNR002C	ATO2	31.61875
YNR003C	RPC34	37.04686
YNR004W	SWM2	17.01355
YNR006W	VPS27	71.63156
YNR007C	ATG3	35.8144
YNR008W	LRO1	76.76725
YNR009W	NRM1	27.79591
YNR010W	CSE2	17.04742
YNR011C	PRP2	100.67979
YNR012W	URK1	56.93932
YNR013C	PHO91	101.13745
YNR014W	YNR014W	23.85452
YNR015W	SMM1	44.75532
YNR016C	ACC1	255.94193
YNR017W	TIM23	25.46773
YNR018W	RCF2	25.10146
YNR019W	ARE2	73.30727
YNR020C	ATP23	31.48792
YNR021W	YNR021W	46.68368
YNR022C	MRPL50	16.79055
YNR023W	SNF12	64.85283
YNR024W	MPP6	21.98729
YNR026C	SEC12	53.26749
YNR027W	BUD17	36.82584
YNR028W	CPR8	35.06354
YNR029C	YNR029C	48.96113
YNR030W	ALG12	62.86164
YNR031C	SSK2	181.53454
YNR032C-A	HUB1	9.13671
YNR032W	PPG1	42.8305
YNR033W	ABZ1	92.29599
YNR034W	SOL1	37.13255
YNR034W-A	YNR034W-A	11.21432
YNR035C	ARC35	38.84623
YNR036C	MRPS12	18.26506
YNR037C	RSM19	10.40261
YNR038W	DBP6	70.75592
YNR039C	ZRG17	66.64105
YNR040W	YNR040W	29.52955
YNR041C	COQ2	42.04784
YNR043W	MVD1	44.95023
YNR044W	AGA1	76.45153
YNR045W	PET494	56.6924
YNR046W	TRM112	15.83953
YNR047W	FPK1	101.57533
YNR048W	YNR048W	45.41447
YNR049C	MSO1	23.90543
YNR050C	LYS9	50.80832
YNR051C	BRE5	59.72767
YNR052C	POP2	52.21659
YNR053C	NOG2	56.77741
YNR054C	ESF2	36.70591
YNR055C	HOL1	65.8608
YNR056C	BIO5	63.8654
YNR057C	BIO4	28.88529
YNR058W	BIO3	57.11387
YNR059W	MNT4	66.95099
YNR060W	FRE4	81.55389
YNR061C	YNR061C	24.40891
YNR062C	YNR062C	36.62096
YNR063W	YNR063W	68.99034
YNR064C	YNR064C	32.7646
YNR065C	YNR065C	127.52625
YNR066C	YNR066C	48.78619
YNR067C	DSE4	123.97439
YNR068C	YNR068C	31.42059
YNR069C	BSC5	55.50766
YNR070W	PDR18	151.08689
YNR071C	YNR071C	41.06289
YNR072W	HXT17	64.93625
YNR073C	YNR073C	58.97156
YNR074C	AIF1	43.45383
YNR075C-A	YNR075C-A	3.48842
YNR075W	COS10	42.67154
YNR076W	PAU6	13.25686
YNR077C	YNR077C	9.50071
YOL001W	PHO80	33.20068
YOL002C	IZH2	35.85411
YOL003C	PFA4	43.78162
YOL004W	SIN3	177.24818
YOL005C	RPB11	13.53933
YOL006C	TOP1	90.77151
YOL007C	CSI2	37.97133
YOL008W	COQ10	23.79514
YOL009C	MDM12	31.38643
YOL010W	RCL1	41.57794
YOL011W	PLB3	77.82221
YOL012C	HTZ1	14.98455
YOL013C	HRD1	63.66684
YOL013W-A	YOL013W-A	6.97937
YOL014W	YOL014W	13.95808
YOL015W	IRC10	67.0786
YOL016C	CMK2	52.10819
YOL017W	ESC8	81.95421
YOL018C	TLG2	45.61193
YOL019W	YOL019W	62.54244
YOL019W-A	YOL019W-A	5.4485
YOL020W	TAT2	67.49775
YOL021C	DIS3	116.23017
YOL022C	TSR4	48.43454
YOL023W	IFM1	78.85062
YOL024W	YOL024W	19.9494
YOL025W	LAG2	75.37185
YOL026C	MIM1	13.51009
YOL027C	MDM38	65.37516
YOL028C	YAP7	29.26448
YOL029C	YOL029C	23.35068
YOL030W	GAS5	53.98904
YOL031C	SIL1	47.25249
YOL032W	OPI10	27.69434
YOL033W	MSE1	61.13741
YOL034W	SMC5	125.0683
YOL036W	YOL036W	85.5285
YOL038C-A	YOL038C-A	3.45933
YOL038W	PRE6	30.13697
YOL039W	RPP2A	11.40999
YOL040C	RPS15	16.20757
YOL041C	NOP12	52.82046
YOL042W	NGL1	43.02705
YOL043C	NTG2	44.83903
YOL044W	PEX15	44.24687
YOL045W	PSK2	126.11051
YOL047C	LDS2	40.35698
YOL048C	RRT8	39.04676
YOL049W	GSH2	56.32029
YOL051W	GAL11	126.66942
YOL052C	SPE2	45.98956
YOL052C-A	DDR2	6.91656
YOL053W	AIM39	46.07732
YOL054W	PSH1	46.6248
YOL055C	THI20	64.52747
YOL056W	GPM3	35.73831
YOL057W	YOL057W	81.58389
YOL058W	ARG1	48.9692
YOL059W	GPD2	51.23045
YOL060C	MAM3	81.1765
YOL061W	PRS5	55.87053
YOL062C	APM4	56.76754
YOL063C	CRT10	110.18708
YOL064C	MET22	41.06206
YOL065C	INP54	45.22754
YOL066C	RIB2	69.34607
YOL067C	RTG1	20.13686
YOL068C	HST1	58.45464
YOL069W	NUF2	51.95059
YOL070C	NBA1	56.83671
YOL071W	SDH5	18.32877
YOL072W	THP1	52.57682
YOL073C	DSC2	36.19247
YOL075C	YOL075C	147.12545
YOL076W	MDM20	91.05081
YOL077C	BRX1	33.86337
YOL077W-A	ATP19	7.93247
YOL078W	AVO1	134.94458
YOL080C	REX4	33.72534
YOL081W	IRA2	343.1869
YOL082W	ATG19	47.8019
YOL083W	ATG34	47.84075
YOL084W	PHM7	114.43506
YOL086C	ADH1	41.31638
YOL086W-A	MHF1	10.44053
YOL087C	DUF1	129.224
YOL088C	MPD2	32.26032
YOL089C	HAL9	117.03883
YOL090W	MSH2	111.83232
YOL091W	SPO21	69.45094
YOL092W	YPQ1	35.49588
YOL093W	TRM10	34.12426
YOL094C	RFC4	36.88692
YOL095C	HMI1	80.82747
YOL096C	COQ3	36.81377
YOL097C	WRS1	51.26356
YOL097W-A	YOL097W-A	7.14151
YOL098C	YOL098C	119.21806
YOL100W	PKH2	122.69989
YOL101C	IZH4	35.16493
YOL102C	TPT1	26.6333
YOL103W	ITR2	68.44487
YOL103W-A	YOL103W-A	50.62464
YOL103W-B	YOL103W-B	198.99099
YOL104C	NDJ1	41.7206
YOL105C	WSC3	61.15779
YOL107W	YOL107W	38.77012
YOL108C	INO4	17.24088
YOL109W	ZEO1	13.28491
YOL110W	SHR5	28.02232
YOL111C	MDY2	24.70855
YOL112W	MSB4	56.50089
YOL113W	SKM1	76.77332
YOL114C	YOL114C	24.06181
YOL115W	PAP2	66.30351
YOL116W	MSN1	44.70255
YOL117W	RRI2	72.44207
YOL119C	MCH4	55.98398
YOL120C	RPL18A	21.43267
YOL121C	RPS19A	16.64956
YOL122C	SMF1	65.37141
YOL123W	HRP1	62.58823
YOL124C	TRM11	49.41216
YOL125W	TRM13	55.43402
YOL126C	MDH2	43.59349
YOL127W	RPL25	16.46378
YOL128C	YGK3	42.7032
YOL129W	VPS68	21.26794
YOL130W	ALR1	97.67655
YOL131W	YOL131W	12.79215
YOL132W	GAS4	55.06246
YOL133W	HRT1	14.45596
YOL135C	MED7	25.77816
YOL136C	PFK27	44.54248
YOL137W	BSC6	57.64961
YOL138C	RTC1	151.70028
YOL139C	CDC33	25.25226
YOL140W	ARG8	48.55206
YOL141W	PPM2	79.75661
YOL142W	RRP40	27.79127
YOL143C	RIB4	19.54387
YOL144W	NOP8	57.68647
YOL145C	CTR9	122.51992
YOL146W	PSF3	22.08848
YOL147C	PEX11	27.805
YOL148C	SPT20	69.39279
YOL149W	DCP1	27.01167
YOL151W	GRE2	40.01017
YOL152W	FRE7	70.77539
YOL153C	YOL153C	67.03871
YOL154W	ZPS1	28.12281
YOL155C	HPF1	104.41399
YOL155W-A	YOL155W-A	4.92806
YOL156W	HXT11	64.77526
YOL157C	IMA2	67.34227
YOL158C	ENB1	68.98731
YOL159C	YOL159C	19.44581
YOL159C-A	YOL159C-A	10.58357
YOL161C	PAU20	13.29989
YOL162W	YOL162W	24.18811
YOL163W	YOL163W	19.38333
YOL164W	BDS1	74.56292
YOL164W-A	YOL164W-A	6.59604
YOL165C	AAD15	16.32017
YOL166W-A	YOL166W-A	5.75419
YOR001W	RRP6	83.73196
YOR002W	ALG6	61.1975
YOR003W	YSP3	54.73452
YOR004W	UTP23	30.247
YOR005C	DNL4	108.53851
YOR006C	TSR3	37.17544
YOR007C	SGT2	38.66983
YOR008C	SLG1	41.39181
YOR008C-A	YOR008C-A	8.5527
YOR009W	TIR4	53.2502
YOR010C	TIR2	25.94798
YOR011W	AUS1	158.75715
YOR011W-A	YOR011W-A	7.9106
YOR012W	YOR012W	15.02871
YOR014W	RTS1	86.02007
YOR016C	ERP4	23.24756
YOR017W	PET127	90.86115
YOR018W	ROD1	94.07908
YOR019W	YOR019W	84.40695
YOR020C	HSP10	12.73325
YOR020W-A	YOR020W-A	10.313
YOR021C	SFM1	23.84328
YOR022C	YOR022C	82.64013
YOR023C	AHC1	64.67391
YOR025W	HST3	51.0106
YOR026W	BUB3	38.76641
YOR027W	STI1	65.93251
YOR028C	CIN5	33.43152
YOR030W	DFG16	70.5716
YOR031W	CRS5	8.79
YOR032C	HMS1	50.17146
YOR032W-A	YOR032W-A	7.20106
YOR033C	EXO1	80.56514
YOR034C	AKR2	87.21563
YOR034C-A	YOR034C-A	9.77902
YOR035C	SHE4	88.7849
YOR036W	PEP12	32.88448
YOR037W	CYC2	42.40338
YOR038C	HIR2	99.61613
YOR039W	CKB2	30.37701
YOR040W	GLO4	32.97817
YOR042W	CUE5	48.05429
YOR043W	WHI2	55.80313
YOR044W	IRC23	17.18086
YOR045W	TOM6	6.70557
YOR046C	DBP5	55.88636
YOR047C	STD1	51.20528
YOR048C	RAT1	116.88476
YOR049C	RSB1	39.84105
YOR051C	ETT1	47.44451
YOR052C	TMC1	17.06765
YOR054C	VHS3	77.5101
YOR056C	NOB1	53.34843
YOR057W	SGT1	44.71413
YOR058C	ASE1	99.28526
YOR059C	LPL1	50.73709
YOR060C	SLD7	29.13846
YOR061W	CKA2	40.05812
YOR062C	YOR062C	30.43907
YOR063W	RPL3	45.42672
YOR064C	YNG1	25.66846
YOR065W	CYT1	35.1892
YOR066W	MSA1	72.03056
YOR067C	ALG8	65.98767
YOR068C	VAM10	12.78033
YOR069W	VPS5	76.93899
YOR070C	GYP1	72.62547
YOR071C	NRT1	67.70901
YOR072W-B	YOR072W-B	5.97362
YOR073W	SGO1	67.46897
YOR074C	CDC21	35.22709
YOR075W	UFE1	40.18164
YOR076C	SKI7	85.33618
YOR077W	RTS2	27.41716
YOR078W	BUD21	24.8019
YOR079C	ATX2	36.2857
YOR080W	DIA2	84.75914
YOR081C	TGL5	84.57012
YOR083W	WHI5	34.0592
YOR084W	LPX1	44.95824
YOR085W	OST3	38.83766
YOR086C	TCB1	139.09392
YOR087W	YVC1	77.50891
YOR089C	VPS21	24.08117
YOR090C	PTC5	64.97063
YOR091W	TMA46	40.71434
YOR092W	ECM3	69.38901
YOR093C	YOR093C	189.68199
YOR094W	ARF3	21.94435
YOR095C	RKI1	29.83597
YOR096W	RPS7A	22.30145
YOR097C	YOR097C	20.20909
YOR098C	NUP1	121.53324
YOR099W	KTR1	45.01019
YOR100C	CRC1	37.47411
YOR101W	RAS1	35.69323
YOR103C	OST2	14.60621
YOR104W	PIN2	33.17619
